id,product_name,brand,model,category,gender,release_date,release_year,retail_price_usd,main_color,colorway,avg_resale_price_usd,resale_premium_pct,is_collab,collab_partner
368,New Balance 990v3 Joe Freshgoods Outside Clothes,New Balance,990v3,Running,Men,2021-09-10,2021,220,Blue,Blue/Brown,880,300,1,Joe Freshgoods
369,New Balance 9060 Black Castlerock,New Balance,9060,Lifestyle,Men,2022-09-03,2022,150,Black,Black/Castlerock,150,0,0,
370,New Balance 9060 Sea Salt Pink,New Balance,9060,Lifestyle,Women,2023-03-01,2023,150,Pink,Sea Salt/Pink,225,50,0,
371,ASICS Gel-Kayano 14 Cream Black,ASICS,Gel-Kayano 14,Running,Men,2021-06-01,2021,150,Cream,Cream/Black,225,50,0,
372,ASICS Gel-Kayano 14 White Midnight,ASICS,Gel-Kayano 14,Running,Men,2021-07-01,2021,150,White,White/Midnight,112.5,-25,0,
373,ASICS GT-2160 JJJJound Grey,ASICS,GT-2160,Running,Men,2023-07-28,2023,160,Grey,Grey/White,800,400,1,JJJJound
374,ASICS Gel-Nimbus 25 Black,ASICS,Gel-Nimbus 25,Running,Men,2023-02-01,2023,160,Black,Black/Black,160,0,0,
375,ASICS Gel-Nimbus 24 White Blue,ASICS,Gel-Nimbus 24,Running,Men,2022-01-01,2022,160,White,White/Blue,120,-25,0,
376,Salomon XT-6 Vanilla Ice,Salomon,XT-6,Trail,Unisex,2022-03-01,2022,200,White,Vanilla Ice/White,300,50,0,
377,Salomon XT-6 Fiery Red,Salomon,XT-6,Trail,Unisex,2019-02-01,2019,190,Red,Fiery Red/Black,285,50,0,
378,Salomon XT-6 Advanced Lapis Blue,Salomon,XT-6,Trail,Unisex,2018-09-01,2018,190,Blue,Lapis Blue/White,95,-50,0,
379,Salomon XT-4 Advanced OG Black,Salomon,XT-4,Trail,Unisex,2018-04-01,2018,180,Black,Black/White,135,-25,0,
380,Salomon ACS Pro Advanced Metal Grey,Salomon,ACS Pro,Trail,Unisex,2022-09-01,2022,220,Grey,Metal Grey/White,330,50,0,
381,Nike Free Metcon 4 Black Volt,Nike,Free Metcon 4,Training,Men,2021-04-01,2021,120,Black,Black/Volt,84,-30,0,
382,Nike Metcon 8 White Black,Nike,Metcon 8,Training,Men,2022-08-18,2022,130,White,White/Black,97.5,-25,0,
383,Nike Metcon 7 Mat Fraser PE,Nike,Metcon 7,Training,Men,2021-07-01,2021,130,Grey,Grey/Red/Black,260,100,1,Mat Fraser
384,Nike SuperRep Go 3 Flyknit,Nike,SuperRep Go 3,Training,Women,2021-08-01,2021,110,Black,Black/White,55,-50,0,
385,Nike Romaleos 4 Black Metallic Gold,Nike,Romaleos 4,Training,Men,2020-04-01,2020,200,Black,Black/Metallic Gold,300,50,0,
386,Reebok Nano X1 Black Gum,Reebok,Nano X1,Training,Men,2021-02-01,2021,130,Black,Black/Gum,97.5,-25,0,
387,Reebok Nano X3 Adventure Khaki,Reebok,Nano X3,Training,Men,2023-03-01,2023,150,Green,Khaki/Green,225,50,0,
388,Nike SB Dunk Low Pro Court Purple,Nike,Dunk Low,Skate,Men,2021-01-23,2021,100,Purple,Court Purple/White/Black,200,100,0,
389,Nike SB Dunk Low Pro Wheat,Nike,Dunk Low,Skate,Men,2020-10-17,2020,100,Brown,Wheat/Light Fusion Red,150,50,0,
390,Nike SB Dunk Low Pro Frame Skate Habibi,Nike,Dunk Low,Skate,Men,2020-12-05,2020,110,Red,White/Red/Green,550,400,1,Frame Skate
391,Vans Old Skool Anaheim Factory OG Black,Vans,Old Skool,Skate,Unisex,2017-01-01,2017,80,Black,Black/White,60,-25,0,
392,Vans Slip-On Anaheim Factory OG Navy,Vans,Slip-On,Skate,Unisex,2017-01-01,2017,80,Blue,Navy/White,120,50,0,
393,Converse Chuck 70 Hi Sunflower,Converse,Chuck 70,Lifestyle,Unisex,2019-01-01,2019,85,Yellow,Sunflower/White,63.75,-25,0,
394,Converse Chuck 70 Hi Midnight Navy,Converse,Chuck 70,Lifestyle,Unisex,2019-01-01,2019,85,Blue,Midnight Navy/White,127.5,50,0,
395,Crocs Classic Crush Clog Bone,Crocs,Classic Crush,Slides,Unisex,2022-02-01,2022,65,Cream,Bone/Bone,48.75,-25,0,
396,Crocs Classic Mega Crush Clog Black,Crocs,Mega Crush,Slides,Women,2022-08-01,2022,75,Black,Black/Black,150,100,0,
397,Crocs Echo Clog Stucco,Crocs,Echo Clog,Slides,Unisex,2022-03-01,2022,70,Tan,Stucco/Stucco,105,50,0,
398,Hoka One One Arahi 6 Blue Graphite,Hoka One One,Arahi 6,Running,Men,2022-01-15,2022,140,Blue,Blue Graphite/Black,105,-25,0,
399,Hoka One One Clifton 9 Sunlit Ocean,Hoka One One,Clifton 9,Running,Men,2023-02-15,2023,145,Blue,Sunlit Ocean/Illusion,217.5,50,0,
400,On Running Cloudsurfer 7 Wash Ink,On,Cloudsurfer 7,Running,Men,2023-03-23,2023,160,Blue,Wash/Ink,120,-25,0,
401,Saucony Endorphin Speed 2 Vizipro,Saucony,Endorphin Speed 2,Running,Men,2021-10-01,2021,160,Orange,Vizipro Orange/Black,120,-25,0,
402,Saucony Endorphin Pro 3 Prospect Quartz,Saucony,Endorphin Pro 3,Running,Men,2022-07-01,2022,225,Pink,Prospect Quartz/Black,337.5,50,0,
403,Saucony Triumph 19 Future Black,Saucony,Triumph 19,Running,Men,2021-07-01,2021,150,Black,Black/Charcoal,112.5,-25,0,
404,Saucony Ride 15 Cool Mint,Saucony,Ride 15,Running,Women,2022-04-01,2022,140,Green,Cool Mint/Acid,105,-25,0,
405,Brooks Ghost 14 Black White,Brooks,Ghost 14,Running,Men,2021-06-01,2021,140,Black,Black/White,140,0,0,
406,Brooks Ghost 15 Peacoat Pearl,Brooks,Ghost 15,Running,Men,2022-11-01,2022,140,Blue,Peacoat/Pearl,105,-25,0,
407,Brooks Adrenaline GTS 22 Alloy,Brooks,Adrenaline GTS 22,Running,Men,2021-12-01,2021,140,Grey,Alloy/Black,210,50,0,
408,Brooks Glycerin 20 Oyster Mushroom,Brooks,Glycerin 20,Running,Men,2022-07-01,2022,160,Grey,Oyster Mushroom/Alloy,160,0,0,
409,Nike ZoomX Invincible Run Flyknit 3 White Volt,Nike,ZoomX Invincible Run Flyknit 3,Running,Men,2023-02-02,2023,180,White,White/Volt/Black,135,-25,0,
410,Nike React Infinity Run Flyknit 2 Black White,Nike,React Infinity Run Flyknit 2,Running,Men,2021-01-07,2021,160,Black,Black/White,112,-30,0,
411,Nike Pegasus Turbo Next Nature White Mint,Nike,Pegasus Turbo Next Nature,Running,Men,2022-08-11,2022,150,White,White/Mint Foam,225,50,0,
412,Nike Air Zoom Structure 24 Black Smoke Grey,Nike,Air Zoom Structure 24,Running,Men,2021-09-01,2021,130,Black,Black/Smoke Grey,97.5,-25,0,
413,Nike Air Zoom Alphafly NEXT Percent 2 Proto,Nike,Air Zoom Alphafly NEXT% 2,Running,Men,2022-07-07,2022,275,Green,Barely Volt/Volt,412.5,50,0,
414,Nike Vomero 16 Grey Crimson,Nike,Zoom Vomero 16,Running,Men,2021-06-01,2021,150,Grey,Grey/Bright Crimson,112.5,-25,0,
415,adidas Terrex Swift R3 GTX Black,adidas,Terrex Swift R3 GTX,Trail,Men,2021-03-01,2021,160,Black,Core Black/Grey Three,160,0,0,
416,adidas Terrex Free Hiker 2 Magic Mauve,adidas,Terrex Free Hiker 2,Trail,Women,2022-09-01,2022,200,Pink,Magic Mauve/Shadow Violet,150,-25,0,
417,adidas Terrex Speed Ultra White Solar Red,adidas,Terrex Speed Ultra,Trail,Men,2021-02-01,2021,160,White,White/Solar Red,80,-50,0,
418,Hoka Speedgoat 5 Dazzling Blue,Hoka One One,Speedgoat 5,Trail,Men,2022-03-15,2022,155,Blue,Dazzling Blue/Black,232.5,50,0,
419,Hoka Speedgoat 5 Festival Fuchsia,Hoka One One,Speedgoat 5,Trail,Women,2022-04-01,2022,155,Pink,Festival Fuchsia/Black,116.25,-25,0,
420,Hoka Mafate Speed 4 Castlerock,Hoka One One,Mafate Speed 4,Trail,Men,2022-07-01,2022,185,Grey,Castlerock/Harbor Mist,277.5,50,0,
421,Hoka Anacapa Mid GTX Chocolate,Hoka One One,Anacapa Mid GTX,Hiking,Men,2021-10-01,2021,195,Brown,Chocolate Chip/Praline,146.25,-25,0,
422,Salomon Speedcross 5 Black Salomon,Salomon,Speedcross 5,Trail,Unisex,2019-02-01,2019,130,Black,Black/Black,97.5,-25,0,
423,Salomon Speedcross 5 GORE TEX Navy,Salomon,Speedcross 5 GTX,Trail,Unisex,2019-09-01,2019,150,Blue,Navy Blazer/Black,150,0,0,
424,Salomon XA Pro 3D v8 Black,Salomon,XA Pro 3D v8,Trail,Unisex,2020-01-01,2020,130,Black,Black/Phantom,65,-50,0,
425,Nike Calm Slide Black,Nike,Calm Slide,Slides,Men,2023-07-14,2023,50,Black,Black/Black,75,50,0,
426,Nike Calm Slide Sesame,Nike,Calm Slide,Slides,Men,2023-07-14,2023,50,Tan,Sesame/Sesame,37.5,-25,0,
427,adidas Adilette 22 Magic Lime,adidas,Adilette 22,Slides,Men,2022-06-01,2022,55,Green,Magic Lime/Magic Lime,110,100,0,
428,adidas Adilette 22 Magic Earth,adidas,Adilette 22,Slides,Men,2022-06-01,2022,55,Brown,Magic Earth/Magic Earth,82.5,50,0,
429,Crocs Echo Clog Black,Crocs,Echo Clog,Slides,Unisex,2022-03-01,2022,70,Black,Black/Black,70,0,0,
430,Crocs Pollex Clog Tide,Crocs,Pollex Clog,Slides,Men,2022-05-24,2022,85,Blue,Tide/Blue,340,300,1,Salehe Bembury
431,Crocs Pollex Clog Sasquatch,Crocs,Pollex Clog,Slides,Men,2022-09-22,2022,85,Black,Black/Black,255,200,1,Salehe Bembury
432,Nike ZoomX Streakfly Barely Volt,Nike,ZoomX Streakfly,Running,Men,2022-02-24,2022,160,Yellow,Barely Volt/Black,240,50,0,
433,Nike Air Zoom Terra Kiger 8 Ocean Cube,Nike,Terra Kiger 8,Trail,Men,2022-03-01,2022,140,Blue,Ocean Cube/Obsidian,105,-25,0,
434,Nike Wildhorse 7 Electric Green,Nike,Wildhorse 7,Trail,Men,2021-01-01,2021,130,Green,Electric Green/Black,65,-50,0,
435,Nike Pegasus Trail 4 Dark Teal,Nike,Pegasus Trail 4,Trail,Men,2022-05-01,2022,140,Green,Dark Teal/Black,140,0,0,
436,Nike Free Run 5.0 Black,Nike,Free Run 5.0,Running,Women,2021-04-01,2021,100,Black,Black/Anthracite,75,-25,0,
437,Nike SuperRep Cycle 2 Next Nature,Nike,SuperRep Cycle 2,Training,Women,2021-09-01,2021,100,Black,Black/Volt,50,-50,0,
438,Nike Air Zoom SuperRep 3 Lemon Venom,Nike,Air Zoom SuperRep 3,Training,Women,2021-07-01,2021,120,Yellow,Lemon Venom/Black,60,-50,0,
439,Reebok Nano X2 Adventure Green,Reebok,Nano X2 Adventure,Training,Men,2022-08-01,2022,140,Green,Green/Black,105,-25,0,
440,Reebok Nano X2 Core Black,Reebok,Nano X2,Training,Men,2022-04-01,2022,135,Black,Core Black/Footwear White,101.25,-25,0,
441,Nike SB Ishod Black Gum,Nike,SB Ishod,Skate,Men,2022-01-07,2022,100,Black,Black/Varsity Red/Gum,75,-25,0,
442,Nike SB Nyjah Free 2 Summit White,Nike,SB Nyjah Free 2,Skate,Men,2020-08-01,2020,95,White,Summit White/Black,47.5,-50,0,
443,Nike SB Force 58 Black White,Nike,SB Force 58,Skate,Men,2021-02-01,2021,75,Black,Black/White,56.25,-25,0,
444,Vans Skate Old Skool Blackout,Vans,Skate Old Skool,Skate,Men,2021-04-01,2021,75,Black,Black/Black,75,0,0,
445,Vans Skate Half Cab Blue White,Vans,Skate Half Cab,Skate,Men,2021-09-01,2021,85,Blue,Blue/White,63.75,-25,0,
446,Converse Cons One Star Pro Black,Converse,One Star Pro,Skate,Men,2019-03-01,2019,75,Black,Black/White,75,0,0,
447,Converse Run Star Hike Black White,Converse,Run Star Hike,Lifestyle,Women,2019-11-01,2019,110,Black,Black/White/Gum,165,50,0,
448,Converse Chuck 70 Plus Egret,Converse,Chuck 70 Plus,Lifestyle,Women,2021-08-01,2021,110,Cream,Egret/Black,82.5,-25,0,
449,Puma Suede Classic Black White,Puma,Suede Classic,Lifestyle,Men,2016-01-01,2016,65,Black,Black/White,48.75,-25,0,
450,Puma Suede XL Navy,Puma,Suede XL,Lifestyle,Men,2023-02-01,2023,85,Blue,Navy/White,85,0,0,
451,Puma Clyde All Pro Kuzma Mid,Puma,Clyde All Pro,Basketball,Men,2020-10-01,2020,140,Yellow,Yellow/Black,210,50,1,Kyle Kuzma
452,Puma MB 01 LaMelo Ball Red Blast,Puma,MB 01,Basketball,Men,2021-12-16,2021,125,Red,Red Blast/Fiery Red,187.5,50,0,
453,Puma MB 02 Slime,Puma,MB 02,Basketball,Men,2022-10-21,2022,130,Green,Green/Yellow,65,-50,0,
454,Jordan Luka 1 Neo Turquoise,Jordan,Luka 1,Basketball,Men,2022-07-07,2022,110,Blue,Neo Turquoise/Blue,82.5,-25,0,
455,Jordan Zion 2 Voodoo,Jordan,Zion 2,Basketball,Men,2022-06-22,2022,140,Brown,Flax/Muslin/Fossil,280,100,0,
456,Nike GT Cut 3 White Pure Platinum,Nike,GT Cut 3,Basketball,Men,2024-02-01,2024,190,White,White/Pure Platinum,190,0,0,
457,Nike Ja 1 Day One,Nike,Ja 1,Basketball,Men,2023-04-19,2023,110,Blue,Cobalt Bliss/Citron Tint,82.5,-25,0,
458,Nike Sabrina 1 ION,Nike,Sabrina 1,Basketball,Women,2023-08-03,2023,130,Grey,Light Bone/Photon Dust,195,50,0,
459,Nike KD 15 Beginnings,Nike,KD 15,Basketball,Men,2022-05-22,2022,150,Red,University Red/Black,75,-50,0,
460,Under Armour Curry 8 Flow White Gold,Under Armour,Curry 8,Basketball,Men,2020-12-11,2020,160,White,White/Metallic Gold,80,-50,0,
461,Under Armour Curry 10 Iron Sharpens Iron,Under Armour,Curry 10,Basketball,Men,2022-10-21,2022,160,Green,Green/Yellow,240,50,0,
462,Under Armour HOVR Phantom 3 Black,Under Armour,HOVR Phantom 3,Running,Men,2022-08-01,2022,140,Black,Black/White,98,-30,0,
463,Under Armour HOVR Machina 3 White,Under Armour,HOVR Machina 3,Running,Men,2023-02-01,2023,150,White,White/Black,112.5,-25,0,
464,Saucony Jazz Original Vintage Navy,Saucony,Jazz Original Vintage,Lifestyle,Men,2018-04-01,2018,60,Blue,Navy/White,45,-25,0,
465,Saucony Shadow 6000 Food Fight,Saucony,Shadow 6000,Lifestyle,Men,2021-10-15,2021,140,Multi,Multi Color,420,200,0,
466,Saucony Shadow 6000 Pearl,Saucony,Shadow 6000,Lifestyle,Women,2022-03-01,2022,140,White,Pearl/White,105,-25,0,
467,Saucony Endorphin Edge Pine,Saucony,Endorphin Edge,Trail,Men,2022-09-01,2022,200,Green,Pine/Black,100,-50,0,
468,Mizuno Wave Rider 25 India Ink,Mizuno,Wave Rider 25,Running,Men,2021-07-01,2021,140,Blue,India Ink/White,105,-25,0,
469,Mizuno Wave Rider 26 Neo Lime,Mizuno,Wave Rider 26,Running,Men,2022-07-01,2022,150,Green,Neo Lime/White,150,0,0,
470,Mizuno Wave Rebellion Pro Bolt,Mizuno,Wave Rebellion Pro,Running,Men,2023-02-01,2023,250,Yellow,Bolt/White,375,50,0,
471,Brooks Hyperion Elite 3 Nightlife,Brooks,Hyperion Elite 3,Running,Men,2022-10-01,2022,250,Yellow,Nightlife/Black,375,50,0,
472,Brooks Catamount 2 Peacoat,Brooks,Catamount 2,Trail,Men,2022-03-01,2022,170,Blue,Peacoat/Orange,127.5,-25,0,
473,On Cloud 5 Midnight White,On,Cloud 5,Lifestyle,Men,2022-02-01,2022,140,Blue,Midnight/White,140,0,0,
474,On Cloudnova Flux Ice Mineral,On,Cloudnova Flux,Lifestyle,Women,2023-03-01,2023,160,White,Ice/Mineral,120,-25,0,
475,On Cloudmonster Black Magnet,On,Cloudmonster,Running,Men,2022-04-01,2022,170,Black,Black/Magnet,255,50,0,
476,New Balance Fresh Foam 1080v12 Black,New Balance,Fresh Foam 1080v12,Running,Men,2022-02-01,2022,160,Black,Black/Phantom,120,-25,0,
477,New Balance Fresh Foam Hierro v7 Military Green,New Balance,Fresh Foam Hierro v7,Trail,Men,2022-03-01,2022,140,Green,Military Green/Yellow,70,-50,0,
478,New Balance FuelCell Rebel v3 Light Arctic Grey,New Balance,FuelCell Rebel v3,Running,Men,2022-09-01,2022,130,Grey,Arctic Grey/Light Slate,97.5,-25,0,
479,New Balance FuelCell SuperComp Elite v3 Neon Dragonfly,New Balance,FuelCell SuperComp Elite v3,Running,Men,2023-02-01,2023,250,Pink,Neon Dragonfly/Black,375,50,0,
480,New Balance XC 72 Casablanca Mushroom,New Balance,XC-72,Lifestyle,Men,2021-09-11,2021,150,Brown,Mushroom/Orange,450,200,1,Casablanca
481,Jordan Delta 3 SP Black Infrared,Jordan,Delta 3 SP,Lifestyle,Men,2022-07-01,2022,160,Black,Black/Infrared 23,80,-50,0,
482,Jordan MA2 Future Beginnings,Jordan,MA2,Lifestyle,Men,2021-02-25,2021,125,White,White/Black/Volt,62.5,-50,0,
483,Nike Air Huarache Scream Green (2021),Nike,Air Huarache,Lifestyle,Men,2021-04-19,2021,120,Green,Scream Green/Black/White,180,50,0,
484,Nike Air Huarache Triple Black,Nike,Air Huarache,Lifestyle,Men,2021-06-01,2021,120,Black,Black/Black,90,-25,0,
485,Nike Air Max Plus 3 Hyper Blue,Nike,Air Max Plus 3,Running,Men,2019-11-08,2019,190,Blue,Hyper Blue/Black,285,50,0,
486,Nike Air Max Plus 3 Lava Glow,Nike,Air Max Plus 3,Running,Men,2019-11-08,2019,190,Pink,Lava Glow/Black,95,-50,0,
487,adidas ZX 8000 Aqua,adidas,ZX 8000,Lifestyle,Men,2020-02-01,2020,120,Blue,Aqua/Yellow/Purple,180,50,0,
488,adidas ZX 2K Boost Black,adidas,ZX 2K Boost,Lifestyle,Men,2020-08-01,2020,150,Black,Core Black/Core Black,112.5,-25,0,
489,adidas Nite Jogger Core Black,adidas,Nite Jogger,Lifestyle,Men,2019-01-12,2019,130,Black,Core Black/Carbon,65,-50,0,
490,adidas 4D Run 1.0 Core White,adidas,4D Run 1.0,Running,Men,2020-02-01,2020,220,White,Footwear White/Signal Coral,220,0,0,
491,Reebok Zig Kinetica II Edge Black,Reebok,Zig Kinetica II Edge,Trail,Men,2021-09-01,2021,140,Black,Core Black/Vector Red,70,-50,0,
492,Reebok Beatnik Hemp Beige,Reebok,Beatnik,Slides,Unisex,2020-07-01,2020,120,Tan,Hemp/Beige,180,50,0,
493,Reebok Beatnik Cordura Olive,Reebok,Beatnik,Slides,Unisex,2021-07-01,2021,130,Green,Olive/Black,65,-50,0,
494,Salomon RX Slide 3.0 Vanilla Ice,Salomon,RX Slide 3.0,Slides,Unisex,2019-04-01,2019,60,White,Vanilla Ice/White,90,50,0,
495,Salomon RX Moc 3.0 Black,Salomon,RX Moc 3.0,Slides,Unisex,2018-06-01,2018,60,Black,Black/Black,45,-25,0,
496,Hoka Ora Recovery Slide 3 Black,Hoka One One,Ora Recovery Slide 3,Slides,Unisex,2022-04-01,2022,60,Black,Black/Black,60,0,0,
497,Hoka Ora Recovery Slide 3 Nimbus Cloud,Hoka One One,Ora Recovery Slide 3,Slides,Unisex,2022-04-01,2022,60,Grey,Nimbus Cloud/Harbor Mist,45,-25,0,
498,Nike Offline 2.0 Black,Nike,Offline 2.0,Slides,Men,2021-06-01,2021,120,Black,Black/Anthracite,60,-50,0,
499,Nike Offline 2.0 Ocean Cube,Nike,Offline 2.0,Slides,Women,2021-06-01,2021,120,Blue,Ocean Cube/Light Armory Blue,90,-25,0,
500,adidas Yeezy Slide Azure,Yeezy,Yeezy Slide,Slides,Men,2023-06-01,2023,70,Blue,Azure/Azure,140,100,0,
501,Air Jordan 1 Retro High OG Palomino,Jordan,Air Jordan 1,Basketball,Men,2023-09-02,2023,180,Brown,Black/Metallic Gold/Palomino/Sail,270,50,0,
502,Air Jordan 1 Retro High OG Spider-Verse Next Chapter,Jordan,Air Jordan 1,Basketball,Men,2023-05-20,2023,200,Red,University Red/Black/White,400,100,1,Marvel
503,Air Jordan 1 Retro High OG UNC Toe,Jordan,Air Jordan 1,Basketball,Men,2023-07-22,2023,180,Blue,University Blue/Black/White,270,50,0,
504,Air Jordan 1 Retro High OG Royal Reimagined,Jordan,Air Jordan 1,Basketball,Men,2023-11-04,2023,180,Blue,Black/Royal Blue/White,162,-10,0,
505,Air Jordan 1 Retro High OG Heritage 2.0,Jordan,Air Jordan 1,Basketball,Men,2023-10-01,2023,180,Red,University Red/White/Black,135,-25,0,
506,Air Jordan 4 Retro Red Cement,Jordan,Air Jordan 4,Basketball,Men,2023-09-09,2023,210,Red,White/Fire Red/Black,315,50,0,
507,Air Jordan 4 Retro Cacao Wow (GS),Jordan,Air Jordan 4,Basketball,GS,2023-09-12,2023,160,Brown,Cacao Wow/Sail,120,-25,0,
508,Air Jordan 4 Retro Metallic Gold (Women),Jordan,Air Jordan 4,Basketball,Women,2024-03-09,2024,210,Gold,White/Metallic Gold,315,50,0,
509,Air Jordan 5 Retro Green Bean (2022),Jordan,Air Jordan 5,Basketball,Men,2022-05-28,2022,200,Grey,Silver/Green Bean/Flint Grey,140,-30,0,
510,Air Jordan 5 Retro UNC,Jordan,Air Jordan 5,Basketball,Men,2023-03-04,2023,225,Blue,University Blue/Black/White,337.5,50,0,
511,Air Jordan 7 Retro Citrus (2022),Jordan,Air Jordan 7,Basketball,Men,2022-08-13,2022,200,Black,Black/Citrus/Varisty Red,100,-50,0,
512,Air Jordan 8 Retro Playoffs (2023),Jordan,Air Jordan 8,Basketball,Men,2023-09-30,2023,210,Black,Black/True Red,315,50,0,
513,Air Jordan 13 Retro Court Purple,Jordan,Air Jordan 13,Basketball,Men,2022-01-08,2022,190,Purple,Black/White/Court Purple,142.5,-25,0,
514,Air Jordan 2 Retro Lucky Green,Jordan,Air Jordan 2,Basketball,Men,2023-02-03,2023,175,Green,White/Lucky Green/Sail,87.5,-50,0,
515,Air Jordan 2 Retro Cement Grey,Jordan,Air Jordan 2,Basketball,Men,2023-05-06,2023,175,Grey,White/Cement Grey,131.25,-25,0,
516,Air Jordan 1 Low Travis Scott Olive (Women),Jordan,Air Jordan 1,Basketball,Women,2023-04-26,2023,150,Green,Sail/University Red/Medium Olive,750,400,1,Travis Scott
517,Air Jordan 1 Low OG Black Cement,Jordan,Air Jordan 1,Basketball,Men,2023-06-24,2023,140,Black,Black/Muslin/Tech Grey,98,-30,0,
518,Air Jordan 1 Low OG Mystic Navy,Jordan,Air Jordan 1,Basketball,Men,2022-07-14,2022,130,Blue,Mystic Navy/Black/White,195,50,0,
519,Air Jordan 1 Low OG UNC (2023),Jordan,Air Jordan 1,Basketball,Men,2023-07-29,2023,140,Blue,White/Dark Powder Blue,210,50,0,
520,Air Jordan 1 Mid Ice Blue (Women),Jordan,Air Jordan 1 Mid,Basketball,Women,2022-10-25,2022,125,Blue,White/Ice Blue/Black,93.75,-25,0,
521,Nike Dunk Low Sand Drift (Women),Nike,Dunk Low,Skate,Women,2023-04-04,2023,110,Brown,Sand Drift/Hemp,82.5,-25,0,
522,Nike Dunk Low Industrial Blue Sashiko,Nike,Dunk Low,Skate,Men,2023-02-01,2023,120,Blue,Summit White/Industrial Blue,180,50,0,
523,Nike Dunk Low Setsubun,Nike,Dunk Low,Skate,Men,2022-10-01,2022,120,Brown,Brown/Khaki/Purple,240,100,0,
524,Nike Dunk Low Lottery Grey Fog,Nike,Dunk Low,Skate,Men,2022-08-31,2022,120,Grey,Grey Fog/Light Crimson,90,-25,0,
525,Nike Dunk Low PRM Halloween Iron Grey,Nike,Dunk Low,Skate,Men,2022-10-27,2022,120,Grey,Iron Grey/Phantom,60,-50,0,
526,Nike Dunk Low PRM Year of the Rabbit White Crimson,Nike,Dunk Low,Skate,Men,2023-01-22,2023,130,Red,White/Crimson,260,100,0,
527,Nike Dunk Low Miami Hurricanes,Nike,Dunk Low,Skate,Men,2022-11-25,2022,110,Green,Gorge Green/Total Orange,165,50,0,
528,Nike Dunk Low Clear Jade,Nike,Dunk Low,Skate,Men,2023-07-01,2023,110,Green,White/Clear Jade,165,50,0,
529,Nike Dunk Low Just Do It Grey (GS),Nike,Dunk Low,Skate,GS,2022-07-15,2022,95,Grey,Grey/Orange/White,71.25,-25,0,
530,Nike Dunk Low Reverse Panda (Women),Nike,Dunk Low,Skate,Women,2022-06-01,2022,100,White,Black/White,90,-10,0,
531,Nike Air Max 1 Big Bubble 86 Red,Nike,Air Max 1,Running,Men,2023-03-26,2023,150,Red,White/University Red,225,50,0,
532,Nike Air Max 1 Corduroy Baltic Blue,Nike,Air Max 1,Running,Men,2023-04-12,2023,160,Blue,Baltic Blue/Sesame,240,50,0,
533,Nike Air Max 1 Shima Shima,Nike,Air Max 1,Running,Men,2023-03-10,2023,160,Brown,Sail/Neutral Grey/Medium Brown,80,-50,0,
534,Nike Air Max 1 PRM Ugly Duckling Honeydew,Nike,Air Max 1,Running,Men,2022-11-17,2022,160,Green,Anthracite/Honeydew/Black,240,50,0,
535,Nike Air Max 1 Pecan,Nike,Air Max 1,Running,Men,2022-11-17,2022,160,Brown,Pecan/Yellow Ochre,240,50,0,
536,Nike Air Max 97 Atlantic Blue (2023),Nike,Air Max 97,Running,Men,2023-08-29,2023,185,Blue,Atlantic Blue/Voltage Yellow,138.75,-25,0,
537,Nike Air Max 97 OG Gold Bullet (2023),Nike,Air Max 97,Running,Men,2023-03-07,2023,185,Gold,Metallic Gold/Varsity Red,277.5,50,0,
538,Nike Air Max Plus Drift Black Grey,Nike,Air Max Plus Drift,Running,Men,2024-01-10,2024,185,Grey,Black/Grey/White,138.75,-25,0,
539,Nike Air Max Plus Drift Dusty Cactus,Nike,Air Max Plus Drift,Running,Men,2024-02-01,2024,185,Green,Dusty Cactus/Black/White,277.5,50,0,
540,Nike Air Max Pulse Phantom,Nike,Air Max Pulse,Running,Men,2023-03-26,2023,150,Grey,Phantom/White,112.5,-25,0,
541,adidas Samba OG Wonder White,adidas,Samba OG,Lifestyle,Women,2023-05-01,2023,100,White,Wonder White/White/Gum,150,50,0,
542,adidas Samba OG Clay Strata,adidas,Samba OG,Lifestyle,Women,2023-05-01,2023,100,Brown,Clay Strata/White/Gum,75,-25,0,
543,adidas Samba OG Collegiate Green,adidas,Samba OG,Lifestyle,Men,2023-03-10,2023,100,Green,Collegiate Green/Cloud White/Gum,200,100,0,
544,adidas Gazelle Indoor Collegiate Green,adidas,Gazelle Indoor,Lifestyle,Men,2022-10-01,2022,120,Green,Collegiate Green/Gum,180,50,0,
545,adidas Gazelle Indoor Blue Fusion,adidas,Gazelle Indoor,Lifestyle,Women,2023-04-01,2023,120,Blue,Blue Fusion/Gum,90,-25,0,
546,adidas Campus 00s Dark Green,adidas,Campus 00s,Lifestyle,Men,2022-12-01,2022,110,Green,Dark Green/White,165,50,0,
547,adidas Campus 00s Crystal White,adidas,Campus 00s,Lifestyle,Women,2023-01-15,2023,110,White,Crystal White/Cloud White,82.5,-25,0,
548,adidas Forum Low The Grinch,adidas,Forum Low,Lifestyle,Men,2023-12-01,2023,130,Green,Grinch Green/Red,260,100,1,The Grinch
549,adidas Forum Low Bad Bunny Last Campus,adidas,Forum Low,Lifestyle,Men,2023-05-06,2023,160,Brown,Brown/White,800,400,1,Bad Bunny
550,adidas Ultraboost Light Core Black,adidas,Ultraboost Light,Running,Men,2023-03-03,2023,190,Black,Core Black/Core Black,142.5,-25,0,
